\begin{table}
Cell & Protocol & QC1.Rseal & QC1.Cm & QC1.Rseries & QC2.raw & QC2.subtracted & QC3.raw & QC3.E4031 & QC3.subtracted & QC4.Rseal & QC4.Cm & QC4.Rseries & QC5.1.staircase & QC6.subtracted & QC6.1.subtracted & QC6.2.subtracted \\ 
C15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & True \\ 
C17 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
C18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
C23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C24 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
D01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D02 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
D03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
D06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
D07 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
D08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D10 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
D11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D12 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
D13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D15 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
D17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
D18 & staircaseramp & False & False & True & False & False & True & True & True & False & False & False & True & True & True & True \\ 
D19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
D21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
D24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E01 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
E02 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
E04 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
E06 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
E07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E08 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
E09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E10 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
E11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E12 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & True & False & True & False \\ 
E13 & staircaseramp & False & True & True & True & True & True & True & False & True & True & True & False & False & False & False \\ 
E14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
E17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
E19 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
E20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E21 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
E22 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
E24 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
F02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F03 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
F04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F07 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & True & False \\ 
F08 & staircaseramp & False & True & True & True & False & True & True & False & True & True & True & False & False & False & False \\ 
F09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F11 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
F12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F13 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
F14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
F16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F18 & staircaseramp & True & True & True & True & True & True & False & True & True & True & True & True & True & True & False \\ 
F19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & True \\ 
F20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F21 & staircaseramp & True & True & True & True & True & False & True & False & True & True & True & True & True & True & True \\ 
F23 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
F24 & staircaseramp & True & True & True & True & False & True & False & False & True & True & True & False & False & False & False \\ 
G01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
G03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G04 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
G05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
G06 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
G07 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
G08 & staircaseramp & False & False & True & True & False & True & True & True & True & False & True & False & False & False & False \\ 
G09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G10 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
G11 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
G12 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & True & True \\ 
G13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
G14 & staircaseramp & True & True & True & False & False & True & True & True & False & True & True & True & False & False & True \\ 
G15 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
G17 & staircaseramp & True & True & False & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G19 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
G20 & staircaseramp & True & False & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
G21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
G24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H03 & staircaseramp & True & True & True & False & False & True & False & True & True & True & True & False & False & True & True \\ 
H04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
H05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
H07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
H08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H09 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
H10 & staircaseramp & True & True & False & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
H14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H15 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & True \\ 
H16 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & False & False & False \\ 
H18 & staircaseramp & False & False & True & True & True & True & True & False & True & False & True & False & False & False & False \\ 
H19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H23 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
H24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I01 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
I02 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
I03 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
I04 & staircaseramp & False & False & True & True & False & True & True & True & True & False & True & False & False & True & True \\ 
I05 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
I06 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
I07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I08 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
I09 & staircaseramp & True & True & True & False & True & True & True & True & False & True & True & False & False & False & False \\ 
I10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
I11 & staircaseramp & True & True & True & False & False & True & True & True & False & False & True & False & True & True & True \\ 
I13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
I17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I19 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
I20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
I22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I23 & staircaseramp & True & True & True & False & False & True & True & True & False & True & True & True & False & False & True \\ 
I24 & staircaseramp & True & True & True & True & True & False & True & False & True & True & True & True & True & True & True \\ 
J01 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
J02 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
J03 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
J04 & staircaseramp & True & True & False & False & False & True & True & True & True & True & False & False & True & True & True \\ 
J05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J06 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
J08 & staircaseramp & True & False & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
J10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J12 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
J14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & False \\ 
J17 & staircaseramp & False & False & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
J18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J23 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
J24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K03 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
K04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & True & True & True \\ 
K06 & staircaseramp & False & False & False & True & False & True & True & True & False & False & False & False & False & False & False \\ 
K07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K08 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & True & True & True & True \\ 
K10 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & False \\ 
K11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K14 & staircaseramp & False & False & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
K16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & False & True & True & True & True \\ 
K17 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & False & False \\ 
K19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
K20 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & True & True \\ 
K21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K23 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & False & False & True & True \\ 
K24 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
L01 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
L02 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & False & False & True & True \\ 
L03 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
L04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
L16 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
L17 & staircaseramp & True & True & True & True & True & False & True & True & True & True & True & False & False & False & True \\ 
L18 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
L19 & staircaseramp & True & True & True & True & True & False & True & False & True & True & True & True & True & False & True \\ 
L20 & staircaseramp & False & False & True & True & False & False & True & False & True & True & True & False & False & False & False \\ 
L21 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
L22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
L24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & True \\ 
M02 & staircaseramp & False & False & True & True & False & True & True & True & True & False & True & False & False & True & True \\ 
M03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M04 & staircaseramp & False & False & True & True & True & True & True & True & True & True & True & False & False & False & True \\ 
M06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & True \\ 
M07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
M10 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & False & True \\ 
M11 & staircaseramp & True & True & True & False & False & True & True & True & True & False & True & True & False & False & False \\ 
M12 & staircaseramp & False & True & True & False & False & True & True & True & False & True & True & True & True & True & True \\ 
M17 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & False \\ 
M18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
M19 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
M20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
M23 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & False & False \\ 
M24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
N01 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & True & False & True & True \\ 
N02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
N03 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
N04 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
N05 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
N06 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
N07 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
N08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N10 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
N11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N12 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
N13 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & False & True & True \\ 
N14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N15 & staircaseramp & False & False & True & True & False & False & True & False & True & False & True & False & False & False & False \\ 
N16 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & True & True \\ 
N17 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
N18 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
N19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
N20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N21 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
N22 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
N23 & staircaseramp & False & False & True & True & False & True & True & True & True & False & True & False & False & False & False \\ 
N24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
O02 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
O03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & True \\ 
O06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & True \\ 
O11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
O16 & staircaseramp & False & False & True & True & False & True & True & True & True & False & True & False & False & False & False \\ 
O17 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
O18 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & False & False & True & False \\ 
O19 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
O20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
O21 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
O22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O24 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & False \\ 
P01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
P02 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
