\begin{table}
Cell & Protocol & QC1.Rseal & QC1.Cm & QC1.Rseries & QC2.raw & QC2.subtracted & QC3.raw & QC3.E4031 & QC3.subtracted & QC4.Rseal & QC4.Cm & QC4.Rseries & QC5.1.staircase & QC6.subtracted & QC6.1.subtracted & QC6.2.subtracted \\ 
F21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
F23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
G01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G02 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & False & False \\ 
G04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & True \\ 
G09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G10 & staircaseramp & False & False & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
G13 & staircaseramp & False & True & True & True & True & True & False & False & False & False & True & True & False & False & False \\ 
G16 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
G17 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
G20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G21 & staircaseramp & True & True & True & True & True & False & True & True & True & True & True & True & True & True & True \\ 
G22 & staircaseramp & False & False & True & True & True & False & True & False & True & False & True & False & False & True & True \\ 
G23 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
H01 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & False & False & False \\ 
H02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H03 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & False & True \\ 
H06 & staircaseramp & True & True & True & True & True & False & True & False & True & True & True & False & False & False & False \\ 
H07 & staircaseramp & True & True & True & True & True & True & False & False & True & True & True & False & False & False & False \\ 
H10 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & False & False & False \\ 
H13 & staircaseramp & False & False & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
H17 & staircaseramp & True & True & True & True & True & True & False & True & True & True & True & True & False & False & False \\ 
H18 & staircaseramp & True & True & False & True & True & True & False & True & True & True & True & True & True & True & True \\ 
H20 & staircaseramp & False & True & True & True & True & False & True & True & False & False & True & True & True & True & True \\ 
H22 & staircaseramp & True & True & True & True & True & True & True & True & True & False & True & True & True & True & True \\ 
H24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
I01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I03 & staircaseramp & True & False & True & False & False & True & True & True & True & False & True & False & False & False & False \\ 
I06 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
I11 & staircaseramp & True & True & True & True & True & True & True & True & True & False & True & True & False & True & True \\ 
I20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
J04 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
J13 & staircaseramp & True & False & True & True & True & True & True & True & True & True & True & False & False & True & False \\ 
J22 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
J23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K08 & staircaseramp & True & True & True & True & True & True & False & False & True & True & True & True & False & False & False \\ 
K09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & True \\ 
L01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & True \\ 
L02 & staircaseramp & True & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
L03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L10 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
L21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
L22 & staircaseramp & True & True & True & True & True & False & False & False & True & True & True & False & True & True & True \\ 
L23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
L24 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
M03 & staircaseramp & True & False & True & False & False & True & True & True & False & False & True & False & True & False & True \\ 
M04 & staircaseramp & False & True & True & False & False & True & True & True & False & False & True & True & True & True & True \\ 
M05 & staircaseramp & True & True & True & True & True & True & False & False & True & True & True & True & True & False & False \\ 
M06 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
M16 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
M23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
N03 & staircaseramp & True & True & True & True & True & False & True & True & True & True & True & True & False & True & False \\ 
N04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
N13 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
N18 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & False \\ 
N24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & True & True & True \\ 
O01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O02 & staircaseramp & True & True & True & True & False & True & False & False & True & True & True & True & False & False & False \\ 
O07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
O09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O12 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
O13 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
O15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
O19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
O23 & staircaseramp & False & True & True & True & True & False & True & False & False & False & False & True & False & False & False \\ 
O24 & staircaseramp & True & True & False & True & False & True & True & True & True & True & False & False & False & True & True \\ 
P05 & staircaseramp & False & True & True & True & True & False & True & False & True & True & True & False & False & False & False \\ 
P15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
\end{table}
