\begin{table}
Cell & Protocol & QC1.Rseal & QC1.Cm & QC1.Rseries & QC2.raw & QC2.subtracted & QC3.raw & QC3.E4031 & QC3.subtracted & QC4.Rseal & QC4.Cm & QC4.Rseries & QC5.1.staircase & QC6.subtracted & QC6.1.subtracted & QC6.2.subtracted \\ 
B06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
B09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
B11 & staircaseramp & True & True & True & True & True & False & True & False & True & True & True & False & False & False & False \\ 
B12 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & False & True & False \\ 
B13 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
B15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B16 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
B17 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
B18 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
B19 & staircaseramp & False & True & True & False & True & False & True & False & False & True & True & True & True & True & True \\ 
B20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B21 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & False & True \\ 
B23 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
B24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
C05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C08 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
C09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C11 & staircaseramp & True & True & False & True & True & True & True & True & True & True & False & True & True & True & False \\ 
C12 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
C13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C17 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & True & True \\ 
C19 & staircaseramp & False & False & True & True & False & False & True & True & True & True & True & False & False & False & False \\ 
C20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C22 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
C23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
D01 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
D02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
D03 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & False & False \\ 
D04 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
D05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D06 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
D07 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
D09 & staircaseramp & False & True & True & True & True & True & True & False & True & True & True & False & False & False & False \\ 
D10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D11 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & False & False \\ 
D12 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
D13 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
D14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D15 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & True & True \\ 
D16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
D17 & staircaseramp & True & False & True & False & False & True & True & True & True & False & True & True & False & True & True \\ 
D18 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
D21 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
D22 & staircaseramp & True & True & True & True & True & False & True & True & True & True & True & True & True & True & True \\ 
D23 & staircaseramp & True & True & False & True & False & True & True & True & True & True & False & True & False & True & True \\ 
D24 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & True & True \\ 
E01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E02 & staircaseramp & True & True & True & True & True & True & False & False & True & True & True & True & True & False & False \\ 
E03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E04 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & False & False & False & False \\ 
E05 & staircaseramp & False & False & True & True & False & True & True & True & False & False & True & False & False & True & True \\ 
E07 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & True & True & True & True \\ 
E08 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & False \\ 
E09 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
E11 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & True & True \\ 
E12 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
E13 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
E14 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & True & True \\ 
E15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & True \\ 
E22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E23 & staircaseramp & True & False & False & True & True & True & True & True & False & False & False & True & True & True & True \\ 
F02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
F04 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & False & False & True & True \\ 
F05 & staircaseramp & True & True & False & True & True & True & True & True & True & True & False & True & True & True & True \\ 
F07 & staircaseramp & False & False & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
F08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F09 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & False & False & False \\ 
F11 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
F12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F13 & staircaseramp & False & True & True & True & True & True & True & True & False & False & True & True & False & False & False \\ 
F14 & staircaseramp & True & True & True & True & True & True & False & False & True & True & True & True & False & False & False \\ 
F15 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
F16 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
F17 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
F18 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
F19 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
F22 & staircaseramp & True & True & False & True & True & True & True & True & True & True & True & True & False & False & False \\ 
F23 & staircaseramp & True & True & False & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & False \\ 
G02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G04 & staircaseramp & True & True & False & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G05 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
G07 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
G09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G10 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
G11 & staircaseramp & False & False & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
G12 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
G13 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
G14 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & True & True \\ 
G18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
G19 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
G20 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
G21 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
G23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
G24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & False & True & True & True & True \\ 
H01 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & False & False \\ 
H04 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
H05 & staircaseramp & False & True & True & False & False & True & True & True & True & True & True & False & False & False & False \\ 
H06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H09 & staircaseramp & False & True & True & True & True & True & True & False & True & True & True & False & False & False & False \\ 
H11 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & True & False & True & True \\ 
H12 & staircaseramp & True & True & False & True & False & True & True & True & True & True & True & False & False & False & False \\ 
H14 & staircaseramp & False & True & True & True & True & True & False & False & True & True & True & False & False & True & True \\ 
H16 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
H17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H24 & staircaseramp & True & True & False & True & False & True & True & True & True & True & True & True & True & True & True \\ 
I01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I02 & staircaseramp & True & True & False & True & True & True & True & True & True & True & False & True & False & False & False \\ 
I04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & True \\ 
I05 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
I06 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
I08 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & False & False & False & False \\ 
I09 & staircaseramp & True & True & True & False & False & True & True & True & False & False & True & True & False & True & True \\ 
I13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I14 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
I20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
I21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
I22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I24 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
J01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
J03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J06 & staircaseramp & True & True & False & True & False & True & True & True & True & True & True & False & False & True & True \\ 
J08 & staircaseramp & True & True & True & True & True & True & False & False & True & True & True & True & True & True & True \\ 
J09 & staircaseramp & False & False & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
J14 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
J16 & staircaseramp & False & False & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
J19 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
J21 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & False \\ 
J22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K02 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
K03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
K08 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
K10 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
K15 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
K18 & staircaseramp & True & True & False & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K19 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
K21 & staircaseramp & False & False & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
K22 & staircaseramp & False & False & True & True & False & True & True & True & True & False & True & False & False & True & True \\ 
K23 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
K24 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & False & False & False \\ 
L01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & True & True & True \\ 
L02 & staircaseramp & True & True & False & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L06 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
L10 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & False & True \\ 
L15 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
L17 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
L19 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
L21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
L23 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
L24 & staircaseramp & False & True & True & True & True & True & True & True & False & True & True & False & False & False & False \\ 
M01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M02 & staircaseramp & True & True & True & True & True & True & False & False & True & True & True & True & False & False & False \\ 
M03 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
M04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M07 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & True \\ 
M11 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
M12 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
M13 & staircaseramp & False & False & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
M17 & staircaseramp & False & False & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
M20 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
M21 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
M22 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & True & True & True & True \\ 
M23 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
M24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N01 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & False \\ 
N02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
N03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N05 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
N06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N08 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & False & True \\ 
N10 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
N11 & staircaseramp & False & False & True & True & True & False & True & False & True & True & True & False & False & False & False \\ 
N12 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
N14 & staircaseramp & False & True & True & True & True & False & True & False & True & True & True & False & False & False & False \\ 
N16 & staircaseramp & False & False & True & False & False & True & True & True & False & True & True & True & False & True & True \\ 
N17 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
N18 & staircaseramp & True & True & False & True & False & True & False & False & True & True & False & False & False & True & False \\ 
N19 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
N20 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & True & True \\ 
N21 & staircaseramp & True & True & False & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N22 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
N23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N24 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & False & True & True \\ 
O01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O03 & staircaseramp & True & True & True & True & True & True & False & False & True & True & True & True & False & True & True \\ 
O04 & staircaseramp & True & True & False & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
O06 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & False & False \\ 
O07 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & False & True \\ 
O09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O10 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
O12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & False \\ 
O14 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
O15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
O16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
O17 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & False & True \\ 
O18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O19 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
O20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
O21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
O23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
P01 & staircaseramp & False & True & True & True & False & True & True & False & True & True & True & False & False & True & True \\ 
P02 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
P03 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
P04 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
P06 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
P07 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
P08 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & False \\ 
P09 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
P11 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & False & True & True & True \\ 
P12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
P13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
P14 & staircaseramp & False & True & True & True & True & True & True & False & True & True & True & False & False & False & False \\ 
P15 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
P17 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & False & False & False & True \\ 
P18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
P22 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
P24 & staircaseramp & True & True & True & False & False & True & True & True & False & True & True & False & False & True & True \\ 
\end{table}
