\begin{table}
Cell & Protocol & QC1.Rseal & QC1.Cm & QC1.Rseries & QC2.raw & QC2.subtracted & QC3.raw & QC3.E4031 & QC3.subtracted & QC4.Rseal & QC4.Cm & QC4.Rseries & QC5.1.staircase & QC6.subtracted & QC6.1.subtracted & QC6.2.subtracted \\ 
B16 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & False \\ 
B17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
B18 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
B19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
B20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B21 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
B22 & staircaseramp & True & True & True & False & True & True & True & True & False & True & True & True & False & False & False \\ 
B23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
B24 & staircaseramp & True & True & True & False & True & True & True & True & False & True & True & True & False & True & True \\ 
C01 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
C02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & True \\ 
C03 & staircaseramp & False & True & True & True & False & False & True & True & True & True & True & False & False & True & True \\ 
C04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C11 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
C12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C16 & staircaseramp & True & True & True & True & True & False & True & False & True & True & True & True & True & True & True \\ 
C17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
C20 & staircaseramp & False & False & True & True & True & False & True & True & True & False & True & False & False & False & False \\ 
C22 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & False & False \\ 
C23 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
C24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & True \\ 
D02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D04 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & False & False & True & True \\ 
D05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D06 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
D07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
D11 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
D12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
D15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
D20 & staircaseramp & False & True & True & True & True & True & False & False & True & True & True & False & False & False & False \\ 
D21 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
D22 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
D23 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
D24 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
E01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E03 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
E04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E06 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
E07 & staircaseramp & True & True & False & True & True & True & True & True & True & True & False & True & True & True & True \\ 
E08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
E10 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & False \\ 
E11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E12 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
E13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
E14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E15 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
E16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
E18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E19 & staircaseramp & False & True & True & True & True & True & True & True & False & True & True & False & False & False & False \\ 
E20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
E21 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
E23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
E24 & staircaseramp & False & True & True & True & True & True & True & False & True & True & True & False & False & False & False \\ 
F01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
F02 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
F03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F12 & staircaseramp & True & True & True & True & True & False & True & True & True & True & True & True & True & True & True \\ 
F13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F15 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
F16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
F22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & True \\ 
G01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
G02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
G03 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & False & False & False \\ 
G04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G07 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
G08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G10 & staircaseramp & True & True & False & True & True & False & True & True & True & True & True & True & True & True & True \\ 
G11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G12 & staircaseramp & True & True & True & False & False & False & True & False & True & True & True & True & True & True & True \\ 
G13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
G17 & staircaseramp & True & True & False & True & True & True & True & True & True & True & False & True & True & True & True \\ 
G18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
G22 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & True & True & True & True \\ 
G24 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
H01 & staircaseramp & True & True & False & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
H03 & staircaseramp & False & True & True & False & False & True & True & True & False & True & False & True & False & False & False \\ 
H04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & False & True & False & False & False \\ 
H05 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
H06 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & False & True & True \\ 
H08 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
H09 & staircaseramp & False & True & True & True & False & True & True & True & False & True & True & False & False & True & True \\ 
H10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H13 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
H14 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
H16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H17 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
H18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H19 & staircaseramp & True & True & True & False & False & True & True & True & False & True & True & True & True & True & True \\ 
H20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H21 & staircaseramp & False & True & True & False & False & True & True & True & False & True & False & True & False & False & False \\ 
H22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
H24 & staircaseramp & False & True & True & True & True & True & True & False & True & True & True & False & False & False & False \\ 
I01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I02 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
I03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I06 & staircaseramp & True & True & True & True & False & False & True & True & False & True & True & True & True & True & True \\ 
I07 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
I09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & False & True & False & False & False \\ 
I15 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & False & False \\ 
I16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I17 & staircaseramp & False & True & True & True & True & True & True & False & True & True & True & False & False & True & True \\ 
I18 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & True & False \\ 
I19 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
I20 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & True & True & True \\ 
I21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I22 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
I23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
I24 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
J01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J02 & staircaseramp & False & False & True & True & False & True & True & True & True & False & True & False & False & True & True \\ 
J03 & staircaseramp & True & True & True & False & False & True & False & True & False & True & True & False & True & True & True \\ 
J04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
J06 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
J07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J10 & staircaseramp & True & True & False & True & True & True & True & True & True & True & False & True & True & True & True \\ 
J11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J12 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
J15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
J18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
J19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
J21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
J22 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
J23 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
J24 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
K01 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
K02 & staircaseramp & False & True & True & False & False & True & True & True & True & True & True & False & True & True & True \\ 
K03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K04 & staircaseramp & True & False & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
K05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K06 & staircaseramp & True & True & True & True & True & False & False & False & False & True & True & True & True & True & True \\ 
K07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
K08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & False \\ 
K09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K11 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K16 & staircaseramp & False & True & True & True & True & False & True & True & True & True & True & False & False & False & False \\ 
K17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
K18 & staircaseramp & True & True & True & False & False & True & False & False & False & True & True & True & False & False & False \\ 
K19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
K24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L01 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L05 & staircaseramp & False & True & True & False & False & True & True & True & True & True & True & False & False & True & True \\ 
L06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & True & True & True \\ 
L07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L10 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
L11 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
L12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
L13 & staircaseramp & False & True & True & True & True & True & True & False & True & True & True & False & False & False & False \\ 
L16 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
L17 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
L18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L22 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
L23 & staircaseramp & False & False & True & True & True & True & True & False & True & False & True & False & False & False & False \\ 
L24 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
M01 & staircaseramp & False & True & True & False & False & True & True & True & True & True & True & False & False & False & False \\ 
M02 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & False & False \\ 
M04 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
M05 & staircaseramp & True & True & False & True & True & True & False & True & True & True & True & True & False & False & False \\ 
M06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M07 & staircaseramp & True & True & True & False & False & True & True & True & False & True & True & True & True & True & True \\ 
M08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M09 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & False & False & False \\ 
M10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M11 & staircaseramp & True & True & False & True & True & True & True & True & True & True & True & True & True & False & True \\ 
M12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
M14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
M16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M17 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
M18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & False \\ 
M19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M20 & staircaseramp & True & True & False & False & False & True & True & True & False & True & False & True & True & True & True \\ 
M21 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
M22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N01 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & False & True & True \\ 
N02 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
N03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N04 & staircaseramp & True & True & False & True & True & True & True & True & False & True & False & True & True & True & True \\ 
N05 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
N06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N08 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
N09 & staircaseramp & True & True & True & True & True & False & True & False & True & True & True & False & False & True & True \\ 
N10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N14 & staircaseramp & False & False & True & True & True & True & True & True & True & False & True & False & False & True & True \\ 
N15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
N18 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
N19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & False & True & True & True & True \\ 
N20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & False \\ 
N21 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
N22 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
N23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N24 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
O01 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
O02 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
O03 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
O04 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
O05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
O06 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
