\begin{table}
Cell & Protocol & QC1.Rseal & QC1.Cm & QC1.Rseries & QC2.raw & QC2.subtracted & QC3.raw & QC3.E4031 & QC3.subtracted & QC4.Rseal & QC4.Cm & QC4.Rseries & QC5.1.staircase & QC6.subtracted & QC6.1.subtracted & QC6.2.subtracted \\ 
L04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & True \\ 
L05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L06 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
L08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
L11 & staircaseramp & False & False & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
L13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L18 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & True & True & True \\ 
L20 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L21 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
L22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
L24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
M02 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
M03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M04 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
M06 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
M07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
M08 & staircaseramp & True & True & True & False & False & True & True & True & False & True & True & True & False & True & True \\ 
M10 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & True & True & True & True \\ 
M11 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & False & False & True & True \\ 
M13 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & False & True \\ 
M14 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
M16 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
M20 & staircaseramp & True & True & False & True & True & True & True & True & False & True & False & True & False & False & False \\ 
M21 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
M22 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
M23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
M24 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
N01 & staircaseramp & False & True & False & True & True & False & True & False & False & True & False & True & True & True & True \\ 
N02 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & False & False & True \\ 
N03 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
N04 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & True & False & True & True \\ 
N05 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N06 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
N07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N09 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
N10 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
N12 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & True & False \\ 
N15 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
N16 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
N17 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
N18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N19 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
N21 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N22 & staircaseramp & True & True & True & True & False & True & True & True & False & True & True & True & True & True & True \\ 
N23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
N24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O01 & staircaseramp & True & True & True & True & True & False & True & True & False & True & True & False & True & True & True \\ 
O02 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
O03 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & True & True & True & True \\ 
O06 & staircaseramp & False & False & True & True & True & True & True & True & False & False & True & False & False & True & True \\ 
O07 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & True & True \\ 
O08 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O09 & staircaseramp & True & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
O10 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O11 & staircaseramp & False & True & True & True & True & True & True & True & False & True & True & False & True & True & True \\ 
O12 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O13 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
O14 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O15 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & False & False & False \\ 
O16 & staircaseramp & True & False & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
O17 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O18 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & True & True \\ 
O19 & staircaseramp & False & True & True & True & False & True & True & True & True & False & True & False & False & False & False \\ 
O20 & staircaseramp & True & True & True & True & True & False & True & True & False & True & True & True & True & True & True \\ 
O21 & staircaseramp & False & True & True & True & True & True & True & True & False & False & True & True & False & True & True \\ 
O22 & staircaseramp & False & False & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
O23 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
O24 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & True & True & True & True \\ 
P01 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
P02 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
P03 & staircaseramp & False & False & True & True & True & False & True & False & True & True & True & False & False & False & False \\ 
P05 & staircaseramp & True & True & True & True & True & True & True & True & False & True & True & True & True & True & True \\ 
P06 & staircaseramp & False & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
P07 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & False & False \\ 
P08 & staircaseramp & True & True & True & False & False & True & True & True & True & True & True & False & False & False & False \\ 
P09 & staircaseramp & True & True & True & True & True & True & True & True & True & True & True & False & False & False & False \\ 
P10 & staircaseramp & False & True & True & True & False & True & True & True & True & True & True & False & False & True & True \\ 
